timestamp,is_anomaly,anomaly_type,service,panel,dashboard,hierarchical_cluster
2024-01-07 11:25:56,False,normal,analytics-service,Response Time P99,Application Performance,2
2024-01-10 09:21:49,True,memory_spike,user-service,Memory Usage,Infrastructure Overview,3
2024-01-07 14:47:33,False,normal,user-service,GC Time,JVM Metrics,1
2024-01-05 23:29:36,False,normal,api-gateway,Network Traffic,Infrastructure Overview,1
2024-01-07 07:52:54,False,normal,notification-service,Response Time P99,Application Performance,2
2024-01-08 04:19:15,True,memory_spike,analytics-service,JVM Heap Usage,JVM Metrics,3
2024-01-09 11:31:54,True,connection_pool_exhaustion,order-service,Connection Pool Usage,Database Metrics,3
2024-01-04 09:01:46,False,normal,notification-service,GC Time,JVM Metrics,1
2024-01-05 15:06:24,False,normal,api-gateway,JVM Heap Usage,JVM Metrics,0
2024-01-02 02:00:01,False,normal,user-service,JVM Heap Usage,JVM Metrics,0
2024-01-05 19:45:08,False,normal,user-service,Connection Pool Usage,Database Metrics,0
2024-01-02 05:19:55,False,normal,product-service,Cache Hit Rate,Cache Performance,7
2024-01-02 18:49:01,False,normal,analytics-service,Query Duration,Database Metrics,1
2024-01-02 22:07:45,False,normal,user-service,Response Time P95,Application Performance,2
2024-01-01 10:33:01,False,normal,analytics-service,Network Traffic,Infrastructure Overview,1
2024-01-06 05:48:38,False,normal,order-service,Response Time P95,Application Performance,2
2024-01-10 02:00:49,True,connection_pool_exhaustion,notification-service,Connection Pool Usage,Database Metrics,3
2024-01-01 23:11:19,False,normal,order-service,Connection Pool Usage,Database Metrics,0
2024-01-08 05:09:38,True,traffic_spike,order-service,Request Rate,Application Performance,4
2024-01-01 13:16:08,False,normal,analytics-service,Query Duration,Database Metrics,1
2024-01-08 23:53:51,True,gc_pressure,user-service,GC Time,JVM Metrics,4
2024-01-05 18:45:42,False,normal,notification-service,JVM Heap Usage,JVM Metrics,0
2024-01-04 11:39:35,False,normal,api-gateway,Request Rate,Application Performance,2
2024-01-04 13:54:59,False,normal,payment-service,CPU Usage,Infrastructure Overview,1
2024-01-04 05:47:45,False,normal,notification-service,CPU Usage,Infrastructure Overview,1
2024-01-02 22:42:58,False,normal,analytics-service,Cache Hit Rate,Cache Performance,7
2024-01-02 05:36:31,False,normal,api-gateway,Cache Hit Rate,Cache Performance,7
2024-01-05 17:21:41,False,normal,analytics-service,Memory Usage,Infrastructure Overview,0
2024-01-02 16:07:56,False,normal,api-gateway,JVM Heap Usage,JVM Metrics,0
2024-01-04 12:58:03,False,normal,payment-service,Connection Pool Usage,Database Metrics,0
2024-01-10 14:44:18,True,connection_pool_exhaustion,product-service,Connection Pool Usage,Database Metrics,3
2024-01-01 04:52:52,False,normal,product-service,Request Rate,Application Performance,6
2024-01-01 20:32:01,False,normal,payment-service,GC Time,JVM Metrics,1
2024-01-01 05:24:02,False,normal,notification-service,Error Rate,Application Performance,5
2024-01-05 09:14:10,False,normal,order-service,Network Traffic,Infrastructure Overview,1
2024-01-03 21:25:25,False,normal,analytics-service,Response Time P95,Application Performance,2
2024-01-05 09:24:48,False,normal,payment-service,Connection Pool Usage,Database Metrics,0
2024-01-04 11:52:47,False,normal,product-service,Memory Usage,Infrastructure Overview,6
2024-01-09 04:55:54,True,high_error_rate,payment-service,Error Rate,Application Performance,5
2024-01-07 07:40:36,False,normal,payment-service,CPU Usage,Infrastructure Overview,1
2024-01-03 11:16:34,False,normal,analytics-service,Connection Pool Usage,Database Metrics,0
2024-01-04 12:43:35,False,normal,product-service,JVM Heap Usage,JVM Metrics,6
2024-01-07 04:49:20,False,normal,analytics-service,Memory Usage,Infrastructure Overview,0
2024-01-01 21:28:28,False,normal,notification-service,Response Time P95,Application Performance,2
2024-01-09 07:40:54,True,connection_pool_exhaustion,order-service,Connection Pool Usage,Database Metrics,3
2024-01-09 07:21:10,True,traffic_spike,product-service,Request Rate,Application Performance,4
2024-01-01 02:43:05,False,normal,analytics-service,Query Duration,Database Metrics,1
2024-01-05 16:49:30,False,normal,user-service,Request Rate,Application Performance,2
2024-01-10 01:30:03,True,cache_miss_spike,analytics-service,Cache Hit Rate,Cache Performance,0
2024-01-02 15:23:56,False,normal,payment-service,GC Time,JVM Metrics,1
2024-01-08 10:44:49,True,high_error_rate,order-service,Error Rate,Application Performance,5
2024-01-05 21:12:12,False,normal,payment-service,CPU Usage,Infrastructure Overview,1
2024-01-05 02:41:54,False,normal,analytics-service,JVM Heap Usage,JVM Metrics,0
2024-01-06 21:21:53,False,normal,product-service,Memory Usage,Infrastructure Overview,6
2024-01-02 00:04:57,False,normal,product-service,Cache Hit Rate,Cache Performance,7
2024-01-01 04:08:10,False,normal,notification-service,Response Time P99,Application Performance,2
2024-01-07 17:00:45,False,normal,payment-service,GC Time,JVM Metrics,1
2024-01-02 08:02:27,False,normal,payment-service,Connection Pool Usage,Database Metrics,0
2024-01-02 21:37:43,False,normal,user-service,JVM Heap Usage,JVM Metrics,0
2024-01-01 13:11:10,False,normal,payment-service,Error Rate,Application Performance,5
2024-01-03 12:08:59,False,normal,payment-service,CPU Usage,Infrastructure Overview,1
2024-01-06 19:21:48,False,normal,user-service,Response Time P95,Application Performance,2
2024-01-04 23:52:38,False,normal,analytics-service,JVM Heap Usage,JVM Metrics,0
2024-01-07 06:43:58,False,normal,user-service,Response Time P99,Application Performance,2
2024-01-07 20:53:18,False,normal,analytics-service,Error Rate,Application Performance,5
2024-01-04 09:14:10,False,normal,user-service,Network Traffic,Infrastructure Overview,1
2024-01-07 00:22:16,False,normal,analytics-service,GC Time,JVM Metrics,1
2024-01-05 22:13:19,False,normal,notification-service,Error Rate,Application Performance,5
2024-01-07 07:30:44,False,normal,payment-service,Response Time P95,Application Performance,2
2024-01-05 04:03:26,False,normal,notification-service,Response Time P99,Application Performance,2
2024-01-10 10:52:57,True,cpu_spike,user-service,CPU Usage,Infrastructure Overview,3
2024-01-05 07:09:43,False,normal,payment-service,GC Time,JVM Metrics,1
2024-01-04 03:29:43,False,normal,api-gateway,Query Duration,Database Metrics,1
2024-01-05 23:09:38,False,normal,api-gateway,Memory Usage,Infrastructure Overview,0
2024-01-08 19:36:33,True,memory_spike,api-gateway,JVM Heap Usage,JVM Metrics,3
2024-01-04 08:36:10,False,normal,analytics-service,JVM Heap Usage,JVM Metrics,0
2024-01-07 08:16:16,False,normal,product-service,Request Rate,Application Performance,6
2024-01-06 22:46:34,False,normal,notification-service,GC Time,JVM Metrics,1
2024-01-06 23:34:17,False,normal,analytics-service,GC Time,JVM Metrics,1
2024-01-07 18:28:30,False,normal,notification-service,GC Time,JVM Metrics,1
2024-01-04 13:30:13,False,normal,notification-service,Request Rate,Application Performance,2
2024-01-05 16:25:06,False,normal,payment-service,Error Rate,Application Performance,5
2024-01-05 19:07:20,False,normal,user-service,Response Time P99,Application Performance,2
2024-01-04 17:39:56,False,normal,product-service,Error Rate,Application Performance,5
2024-01-02 01:05:00,False,normal,payment-service,Cache Hit Rate,Cache Performance,7
2024-01-04 19:11:10,False,normal,analytics-service,Memory Usage,Infrastructure Overview,0
2024-01-04 21:16:28,False,normal,api-gateway,Response Time P99,Application Performance,2
2024-01-03 16:12:41,False,normal,order-service,GC Time,JVM Metrics,1
2024-01-09 21:37:11,True,gc_pressure,api-gateway,GC Time,JVM Metrics,4
2024-01-05 13:41:28,False,normal,analytics-service,Request Rate,Application Performance,2
2024-01-01 17:35:17,False,normal,user-service,Error Rate,Application Performance,5
2024-01-07 19:28:58,False,normal,product-service,Network Traffic,Infrastructure Overview,6
2024-01-07 14:55:04,False,normal,notification-service,Cache Hit Rate,Cache Performance,7
2024-01-05 06:33:04,False,normal,user-service,Cache Hit Rate,Cache Performance,7
2024-01-03 17:04:50,False,normal,payment-service,Request Rate,Application Performance,2
2024-01-05 22:53:37,False,normal,payment-service,Connection Pool Usage,Database Metrics,0
2024-01-03 01:22:38,False,normal,product-service,JVM Heap Usage,JVM Metrics,6
2024-01-07 07:28:02,False,normal,user-service,Cache Hit Rate,Cache Performance,7
2024-01-03 10:05:14,False,normal,notification-service,Cache Hit Rate,Cache Performance,7
2024-01-09 07:12:47,True,high_error_rate,analytics-service,Error Rate,Application Performance,5
2024-01-01 15:27:41,False,normal,payment-service,Cache Hit Rate,Cache Performance,7
2024-01-06 05:55:26,False,normal,notification-service,Connection Pool Usage,Database Metrics,0
2024-01-06 22:24:13,False,normal,order-service,Response Time P99,Application Performance,2
2024-01-09 08:57:57,True,cpu_spike,notification-service,CPU Usage,Infrastructure Overview,3
2024-01-03 07:11:08,False,normal,api-gateway,Network Traffic,Infrastructure Overview,1
2024-01-10 21:29:57,True,slow_response,analytics-service,Response Time P95,Application Performance,4
2024-01-01 03:49:54,False,normal,payment-service,Memory Usage,Infrastructure Overview,0
2024-01-05 04:53:55,False,normal,analytics-service,Request Rate,Application Performance,2
2024-01-09 05:32:51,True,connection_pool_exhaustion,api-gateway,Connection Pool Usage,Database Metrics,3
2024-01-09 10:23:59,True,slow_response,payment-service,Response Time P99,Application Performance,4
2024-01-01 04:16:57,False,normal,order-service,Query Duration,Database Metrics,1
2024-01-03 01:10:18,False,normal,product-service,Network Traffic,Infrastructure Overview,6
2024-01-02 15:10:19,False,normal,product-service,GC Time,JVM Metrics,6
2024-01-07 02:49:31,False,normal,api-gateway,Network Traffic,Infrastructure Overview,1
2024-01-04 15:50:53,False,normal,product-service,Connection Pool Usage,Database Metrics,0
2024-01-08 22:51:09,True,connection_pool_exhaustion,user-service,Connection Pool Usage,Database Metrics,3
2024-01-08 00:33:00,True,traffic_spike,product-service,Request Rate,Application Performance,4
2024-01-08 04:14:35,True,connection_pool_exhaustion,product-service,Connection Pool Usage,Database Metrics,3
2024-01-06 02:04:03,False,normal,product-service,Network Traffic,Infrastructure Overview,6
2024-01-05 03:45:51,False,normal,order-service,Response Time P95,Application Performance,2
2024-01-01 03:29:26,False,normal,user-service,Memory Usage,Infrastructure Overview,0
2024-01-03 06:03:34,False,normal,notification-service,Response Time P95,Application Performance,2
2024-01-07 17:20:22,False,normal,notification-service,Query Duration,Database Metrics,1
2024-01-04 10:50:35,False,normal,order-service,Connection Pool Usage,Database Metrics,0
2024-01-06 12:21:08,False,normal,order-service,CPU Usage,Infrastructure Overview,1
2024-01-06 15:59:52,False,normal,analytics-service,GC Time,JVM Metrics,1
2024-01-04 03:49:47,False,normal,payment-service,Cache Hit Rate,Cache Performance,7
2024-01-03 14:39:37,False,normal,payment-service,Response Time P95,Application Performance,2
2024-01-05 21:33:10,False,normal,order-service,JVM Heap Usage,JVM Metrics,0
2024-01-06 00:08:45,False,normal,analytics-service,Network Traffic,Infrastructure Overview,1
2024-01-01 09:12:09,False,normal,analytics-service,GC Time,JVM Metrics,1
2024-01-03 01:33:43,False,normal,notification-service,Response Time P99,Application Performance,2
2024-01-02 16:46:07,False,normal,user-service,Network Traffic,Infrastructure Overview,1
2024-01-03 02:11:59,False,normal,notification-service,Error Rate,Application Performance,5
2024-01-01 18:51:41,False,normal,user-service,Query Duration,Database Metrics,1
2024-01-07 10:31:01,False,normal,api-gateway,CPU Usage,Infrastructure Overview,1
2024-01-08 05:26:18,True,slow_response,order-service,Response Time P99,Application Performance,4
2024-01-03 10:14:05,False,normal,payment-service,Cache Hit Rate,Cache Performance,7
2024-01-02 05:09:33,False,normal,order-service,Network Traffic,Infrastructure Overview,1
2024-01-05 12:45:41,False,normal,notification-service,Memory Usage,Infrastructure Overview,0
2024-01-05 18:08:53,False,normal,payment-service,Response Time P99,Application Performance,2
2024-01-05 03:36:46,False,normal,notification-service,JVM Heap Usage,JVM Metrics,0
2024-01-04 11:56:13,False,normal,notification-service,Query Duration,Database Metrics,1
2024-01-10 05:57:39,True,memory_spike,order-service,Memory Usage,Infrastructure Overview,3
2024-01-09 20:23:08,True,cache_miss_spike,payment-service,Cache Hit Rate,Cache Performance,0
2024-01-05 05:00:06,False,normal,order-service,Request Rate,Application Performance,2
2024-01-07 21:26:49,False,normal,user-service,Response Time P95,Application Performance,2
2024-01-01 09:01:09,False,normal,product-service,Cache Hit Rate,Cache Performance,7
2024-01-07 00:47:07,False,normal,notification-service,GC Time,JVM Metrics,1
2024-01-04 10:19:33,False,normal,user-service,Query Duration,Database Metrics,1
2024-01-02 13:24:32,False,normal,api-gateway,Request Rate,Application Performance,2
2024-01-01 20:35:32,False,normal,payment-service,Request Rate,Application Performance,2
2024-01-06 14:32:44,False,normal,user-service,JVM Heap Usage,JVM Metrics,0
2024-01-06 06:13:55,False,normal,analytics-service,Response Time P99,Application Performance,2
2024-01-01 13:47:53,False,normal,notification-service,Query Duration,Database Metrics,1
2024-01-09 07:17:06,True,traffic_spike,notification-service,Network Traffic,Infrastructure Overview,4
2024-01-07 05:44:24,False,normal,payment-service,JVM Heap Usage,JVM Metrics,0
2024-01-03 05:49:34,False,normal,user-service,JVM Heap Usage,JVM Metrics,0
2024-01-07 21:04:31,False,normal,api-gateway,Response Time P95,Application Performance,2
2024-01-02 00:44:14,False,normal,api-gateway,Request Rate,Application Performance,2
2024-01-04 18:20:58,False,normal,payment-service,Memory Usage,Infrastructure Overview,0
2024-01-01 18:17:34,False,normal,analytics-service,Network Traffic,Infrastructure Overview,1
2024-01-10 12:08:45,True,memory_spike,product-service,JVM Heap Usage,JVM Metrics,3
2024-01-05 13:47:22,False,normal,product-service,GC Time,JVM Metrics,6
2024-01-10 12:25:41,True,gc_pressure,payment-service,GC Time,JVM Metrics,4
2024-01-03 00:43:42,False,normal,notification-service,Network Traffic,Infrastructure Overview,1
2024-01-07 18:57:14,False,normal,notification-service,Memory Usage,Infrastructure Overview,0
2024-01-02 00:47:37,False,normal,notification-service,Error Rate,Application Performance,5
2024-01-07 04:06:58,False,normal,payment-service,Memory Usage,Infrastructure Overview,0
2024-01-08 19:25:50,True,gc_pressure,order-service,GC Time,JVM Metrics,4
2024-01-07 06:59:11,False,normal,analytics-service,Connection Pool Usage,Database Metrics,0
2024-01-08 17:36:27,True,traffic_spike,notification-service,Network Traffic,Infrastructure Overview,4
2024-01-03 21:38:40,False,normal,payment-service,Connection Pool Usage,Database Metrics,0
2024-01-06 03:33:24,False,normal,analytics-service,JVM Heap Usage,JVM Metrics,0
2024-01-05 21:06:53,False,normal,payment-service,JVM Heap Usage,JVM Metrics,0
2024-01-07 03:31:50,False,normal,api-gateway,Response Time P99,Application Performance,2
2024-01-01 19:51:40,False,normal,payment-service,Response Time P95,Application Performance,2
2024-01-04 15:19:44,False,normal,order-service,GC Time,JVM Metrics,1
2024-01-05 16:51:16,False,normal,product-service,GC Time,JVM Metrics,6
2024-01-10 07:41:41,True,traffic_spike,api-gateway,Network Traffic,Infrastructure Overview,4
2024-01-10 14:49:03,True,cache_miss_spike,product-service,Cache Hit Rate,Cache Performance,0
2024-01-06 20:40:06,False,normal,user-service,Query Duration,Database Metrics,1
2024-01-07 08:17:36,False,normal,order-service,Query Duration,Database Metrics,1
2024-01-06 02:45:35,False,normal,product-service,Connection Pool Usage,Database Metrics,0
2024-01-10 05:39:12,True,traffic_spike,order-service,Request Rate,Application Performance,4
2024-01-04 10:22:00,False,normal,product-service,Network Traffic,Infrastructure Overview,6
2024-01-07 01:23:55,False,normal,user-service,Request Rate,Application Performance,2
2024-01-07 21:03:59,False,normal,order-service,GC Time,JVM Metrics,1
2024-01-07 09:51:12,False,normal,user-service,JVM Heap Usage,JVM Metrics,0
2024-01-06 19:27:19,False,normal,analytics-service,Response Time P99,Application Performance,2
2024-01-04 09:13:48,False,normal,notification-service,GC Time,JVM Metrics,1
2024-01-09 04:38:47,True,connection_pool_exhaustion,order-service,Connection Pool Usage,Database Metrics,3
2024-01-03 11:23:29,False,normal,payment-service,Request Rate,Application Performance,2
2024-01-03 14:12:18,False,normal,product-service,Request Rate,Application Performance,6
2024-01-05 18:38:14,False,normal,user-service,Memory Usage,Infrastructure Overview,0
2024-01-08 14:12:18,True,gc_pressure,analytics-service,GC Time,JVM Metrics,4
2024-01-01 11:37:08,False,normal,analytics-service,Connection Pool Usage,Database Metrics,0
2024-01-02 05:43:23,False,normal,notification-service,Error Rate,Application Performance,5
2024-01-09 12:43:29,True,cache_miss_spike,user-service,Cache Hit Rate,Cache Performance,0
2024-01-04 22:26:03,False,normal,order-service,Network Traffic,Infrastructure Overview,1
2024-01-09 00:55:25,True,gc_pressure,notification-service,GC Time,JVM Metrics,4
2024-01-05 05:48:46,False,normal,notification-service,Response Time P95,Application Performance,2
2024-01-07 22:46:50,False,normal,order-service,Query Duration,Database Metrics,1
2024-01-10 13:12:11,True,gc_pressure,order-service,GC Time,JVM Metrics,4
2024-01-06 16:12:55,False,normal,notification-service,Network Traffic,Infrastructure Overview,1
2024-01-01 03:57:57,False,normal,notification-service,CPU Usage,Infrastructure Overview,1
2024-01-01 01:43:10,False,normal,analytics-service,Error Rate,Application Performance,5
2024-01-04 19:44:32,False,normal,user-service,CPU Usage,Infrastructure Overview,1
2024-01-01 06:07:13,False,normal,product-service,Cache Hit Rate,Cache Performance,7
2024-01-03 21:20:23,False,normal,payment-service,Response Time P95,Application Performance,2
2024-01-04 03:23:24,False,normal,user-service,Connection Pool Usage,Database Metrics,0
2024-01-04 06:24:03,False,normal,product-service,Query Duration,Database Metrics,6
2024-01-08 12:59:33,True,slow_response,api-gateway,Query Duration,Database Metrics,4
2024-01-07 23:22:26,False,normal,api-gateway,JVM Heap Usage,JVM Metrics,0
2024-01-07 08:54:30,False,normal,user-service,Response Time P95,Application Performance,2
2024-01-02 17:10:40,False,normal,user-service,Query Duration,Database Metrics,1
2024-01-03 07:30:29,False,normal,order-service,Connection Pool Usage,Database Metrics,0
2024-01-01 09:22:39,False,normal,user-service,Response Time P95,Application Performance,2
2024-01-06 18:15:46,False,normal,analytics-service,Cache Hit Rate,Cache Performance,7
2024-01-08 02:19:54,True,traffic_spike,product-service,Network Traffic,Infrastructure Overview,4
2024-01-02 19:05:33,False,normal,payment-service,Error Rate,Application Performance,5
2024-01-05 01:38:41,False,normal,notification-service,GC Time,JVM Metrics,1
2024-01-08 22:20:41,True,cpu_spike,user-service,CPU Usage,Infrastructure Overview,3
2024-01-07 11:11:33,False,normal,analytics-service,CPU Usage,Infrastructure Overview,1
2024-01-04 09:11:23,False,normal,payment-service,Error Rate,Application Performance,5
2024-01-09 19:20:06,True,cpu_spike,api-gateway,CPU Usage,Infrastructure Overview,3
2024-01-02 21:13:44,False,normal,api-gateway,Connection Pool Usage,Database Metrics,0
2024-01-03 08:02:21,False,normal,notification-service,Connection Pool Usage,Database Metrics,0
2024-01-10 16:24:28,True,connection_pool_exhaustion,analytics-service,Connection Pool Usage,Database Metrics,3
2024-01-03 05:36:27,False,normal,payment-service,GC Time,JVM Metrics,1
2024-01-01 12:49:17,False,normal,product-service,Memory Usage,Infrastructure Overview,6
2024-01-10 15:03:02,True,high_error_rate,product-service,Error Rate,Application Performance,5
2024-01-05 14:27:31,False,normal,payment-service,Network Traffic,Infrastructure Overview,1
2024-01-01 12:41:57,False,normal,product-service,Connection Pool Usage,Database Metrics,0
2024-01-10 00:07:13,True,connection_pool_exhaustion,product-service,Connection Pool Usage,Database Metrics,3
2024-01-04 08:36:10,False,normal,payment-service,Memory Usage,Infrastructure Overview,0
2024-01-09 21:19:37,True,gc_pressure,user-service,GC Time,JVM Metrics,4
2024-01-09 09:34:21,True,gc_pressure,product-service,GC Time,JVM Metrics,4
2024-01-10 17:54:58,True,connection_pool_exhaustion,analytics-service,Connection Pool Usage,Database Metrics,3
2024-01-02 06:15:53,False,normal,notification-service,JVM Heap Usage,JVM Metrics,0
2024-01-01 11:40:32,False,normal,payment-service,JVM Heap Usage,JVM Metrics,0
2024-01-05 08:24:15,False,normal,order-service,Error Rate,Application Performance,5
2024-01-06 09:04:22,False,normal,order-service,Response Time P99,Application Performance,2
2024-01-01 09:34:12,False,normal,notification-service,Response Time P99,Application Performance,2
2024-01-07 00:48:04,False,normal,api-gateway,Connection Pool Usage,Database Metrics,0
2024-01-05 08:27:48,False,normal,analytics-service,Request Rate,Application Performance,2
2024-01-02 05:45:44,False,normal,product-service,Connection Pool Usage,Database Metrics,0
2024-01-03 00:47:17,False,normal,product-service,CPU Usage,Infrastructure Overview,6
2024-01-01 01:48:41,False,normal,user-service,JVM Heap Usage,JVM Metrics,0
2024-01-02 15:10:31,False,normal,api-gateway,Cache Hit Rate,Cache Performance,7
2024-01-02 23:02:15,False,normal,user-service,CPU Usage,Infrastructure Overview,1
2024-01-02 09:45:40,False,normal,user-service,GC Time,JVM Metrics,1
2024-01-10 21:21:59,True,connection_pool_exhaustion,payment-service,Connection Pool Usage,Database Metrics,3
2024-01-06 02:02:54,False,normal,product-service,Memory Usage,Infrastructure Overview,6
2024-01-10 21:20:21,True,connection_pool_exhaustion,user-service,Connection Pool Usage,Database Metrics,3
2024-01-06 09:45:18,False,normal,user-service,Network Traffic,Infrastructure Overview,1
2024-01-01 20:14:34,False,normal,user-service,Network Traffic,Infrastructure Overview,1
2024-01-07 03:00:48,False,normal,order-service,Connection Pool Usage,Database Metrics,0
2024-01-02 03:00:20,False,normal,payment-service,Response Time P99,Application Performance,2
2024-01-05 03:51:48,False,normal,notification-service,Request Rate,Application Performance,2
2024-01-05 16:41:41,False,normal,analytics-service,Request Rate,Application Performance,2
2024-01-02 21:09:22,False,normal,analytics-service,GC Time,JVM Metrics,1
2024-01-10 22:46:00,True,memory_spike,user-service,JVM Heap Usage,JVM Metrics,3
2024-01-04 07:30:17,False,normal,api-gateway,Query Duration,Database Metrics,1
2024-01-09 04:06:38,True,memory_spike,api-gateway,Memory Usage,Infrastructure Overview,3
2024-01-02 02:51:31,False,normal,order-service,Request Rate,Application Performance,2
2024-01-10 17:19:43,True,cpu_spike,product-service,CPU Usage,Infrastructure Overview,3
2024-01-09 21:44:08,True,slow_response,product-service,Response Time P99,Application Performance,4
2024-01-02 02:32:21,False,normal,notification-service,Query Duration,Database Metrics,1
2024-01-04 05:28:20,False,normal,payment-service,CPU Usage,Infrastructure Overview,1
2024-01-03 10:37:20,False,normal,api-gateway,Connection Pool Usage,Database Metrics,0
2024-01-09 04:01:15,True,high_error_rate,notification-service,Error Rate,Application Performance,5
2024-01-06 08:41:58,False,normal,user-service,Query Duration,Database Metrics,1
2024-01-04 12:29:30,False,normal,product-service,Memory Usage,Infrastructure Overview,6
2024-01-04 22:53:38,False,normal,user-service,Response Time P99,Application Performance,2
2024-01-06 05:14:21,False,normal,analytics-service,Connection Pool Usage,Database Metrics,0
2024-01-07 15:33:00,False,normal,payment-service,Memory Usage,Infrastructure Overview,0
2024-01-10 00:25:26,True,traffic_spike,notification-service,Request Rate,Application Performance,4
2024-01-05 06:10:07,False,normal,payment-service,Memory Usage,Infrastructure Overview,0
2024-01-01 04:00:38,False,normal,user-service,Query Duration,Database Metrics,1
2024-01-01 06:25:03,False,normal,notification-service,Request Rate,Application Performance,2
2024-01-05 08:00:45,False,normal,analytics-service,Response Time P99,Application Performance,2
2024-01-05 01:14:53,False,normal,notification-service,GC Time,JVM Metrics,1
2024-01-08 09:54:18,True,cpu_spike,api-gateway,CPU Usage,Infrastructure Overview,3
2024-01-09 17:25:01,True,gc_pressure,user-service,GC Time,JVM Metrics,4
2024-01-03 15:10:30,False,normal,payment-service,Memory Usage,Infrastructure Overview,0
2024-01-02 07:44:05,False,normal,payment-service,GC Time,JVM Metrics,1
2024-01-06 02:58:16,False,normal,product-service,JVM Heap Usage,JVM Metrics,6
2024-01-02 10:57:55,False,normal,payment-service,Query Duration,Database Metrics,1
2024-01-09 14:40:35,True,cpu_spike,user-service,CPU Usage,Infrastructure Overview,3
2024-01-02 09:24:11,False,normal,analytics-service,Connection Pool Usage,Database Metrics,0
2024-01-10 17:56:03,True,cpu_spike,payment-service,CPU Usage,Infrastructure Overview,3
2024-01-05 08:08:06,False,normal,analytics-service,Response Time P95,Application Performance,2
2024-01-03 22:02:10,False,normal,payment-service,Cache Hit Rate,Cache Performance,7
2024-01-06 09:35:58,False,normal,notification-service,Response Time P99,Application Performance,2
2024-01-04 00:14:41,False,normal,notification-service,Cache Hit Rate,Cache Performance,7
2024-01-08 13:26:55,True,cache_miss_spike,notification-service,Cache Hit Rate,Cache Performance,0
2024-01-04 15:26:22,False,normal,product-service,Request Rate,Application Performance,6
2024-01-03 04:47:48,False,normal,analytics-service,CPU Usage,Infrastructure Overview,1
2024-01-02 21:15:44,False,normal,user-service,Connection Pool Usage,Database Metrics,0
2024-01-01 13:01:52,False,normal,analytics-service,GC Time,JVM Metrics,1
2024-01-09 16:41:11,True,gc_pressure,user-service,GC Time,JVM Metrics,4
2024-01-03 08:48:33,False,normal,api-gateway,Request Rate,Application Performance,2
2024-01-01 05:04:24,False,normal,analytics-service,Memory Usage,Infrastructure Overview,0
2024-01-07 22:44:23,False,normal,api-gateway,JVM Heap Usage,JVM Metrics,0
2024-01-07 03:21:17,False,normal,notification-service,CPU Usage,Infrastructure Overview,1
2024-01-10 02:53:43,True,high_error_rate,api-gateway,Error Rate,Application Performance,5
2024-01-02 22:24:56,False,normal,order-service,Query Duration,Database Metrics,1
2024-01-07 00:40:29,False,normal,api-gateway,Response Time P95,Application Performance,2
2024-01-06 11:39:43,False,normal,product-service,Network Traffic,Infrastructure Overview,6
2024-01-06 02:20:19,False,normal,order-service,Cache Hit Rate,Cache Performance,7
2024-01-07 20:46:55,False,normal,user-service,Memory Usage,Infrastructure Overview,0
2024-01-02 22:27:05,False,normal,order-service,Error Rate,Application Performance,5
2024-01-07 10:32:10,False,normal,notification-service,Query Duration,Database Metrics,1
2024-01-03 13:10:55,False,normal,product-service,JVM Heap Usage,JVM Metrics,6
2024-01-09 08:53:44,True,connection_pool_exhaustion,notification-service,Connection Pool Usage,Database Metrics,3
2024-01-07 14:15:34,False,normal,notification-service,Request Rate,Application Performance,2
2024-01-07 03:26:00,False,normal,product-service,Network Traffic,Infrastructure Overview,6
2024-01-07 05:35:53,False,normal,api-gateway,Error Rate,Application Performance,5
2024-01-03 05:01:58,False,normal,notification-service,Memory Usage,Infrastructure Overview,0
2024-01-05 19:28:00,False,normal,order-service,Memory Usage,Infrastructure Overview,0
2024-01-01 20:17:46,False,normal,notification-service,Cache Hit Rate,Cache Performance,7
2024-01-01 19:19:57,False,normal,user-service,Request Rate,Application Performance,2
2024-01-09 01:51:48,True,memory_spike,user-service,JVM Heap Usage,JVM Metrics,3
2024-01-02 11:46:49,False,normal,analytics-service,GC Time,JVM Metrics,1
2024-01-04 06:02:05,False,normal,user-service,GC Time,JVM Metrics,1
2024-01-02 15:55:51,False,normal,notification-service,Cache Hit Rate,Cache Performance,7
2024-01-01 00:19:22,False,normal,analytics-service,Request Rate,Application Performance,2
2024-01-06 20:06:47,False,normal,order-service,Connection Pool Usage,Database Metrics,0
2024-01-01 02:12:19,False,normal,api-gateway,Cache Hit Rate,Cache Performance,7
2024-01-07 07:51:26,False,normal,user-service,Response Time P99,Application Performance,2
2024-01-04 06:31:59,False,normal,analytics-service,JVM Heap Usage,JVM Metrics,0
2024-01-08 03:23:06,True,traffic_spike,payment-service,Network Traffic,Infrastructure Overview,4
2024-01-02 04:15:51,False,normal,notification-service,GC Time,JVM Metrics,1
2024-01-05 09:35:25,False,normal,analytics-service,Response Time P99,Application Performance,2
2024-01-05 17:30:21,False,normal,payment-service,Query Duration,Database Metrics,1
2024-01-04 15:38:43,False,normal,api-gateway,Response Time P99,Application Performance,2
2024-01-03 17:02:32,False,normal,order-service,Connection Pool Usage,Database Metrics,0
2024-01-07 02:01:55,False,normal,user-service,Response Time P95,Application Performance,2
2024-01-07 11:28:40,False,normal,api-gateway,Connection Pool Usage,Database Metrics,0
2024-01-02 23:05:42,False,normal,notification-service,Response Time P95,Application Performance,2
